no,caption,file_path
41,ワンピースを着た３人の黒人の少女がフルーツを食べている,train2014/COCO_train2014_000000050597.jpg
42,携帯電話をかけているキャップをかぶった髭面の男,train2014/COCO_train2014_000000021883.jpg
43,青いシートの上でスノーボードにのって撮影している,train2014/COCO_train2014_000000111425.jpg
44,スキー教室にはたくさんの子供が参加している,train2014/COCO_train2014_000000002402.jpg
45,男性がクッキーとクラッカーサンドを手に持っている,train2014/COCO_train2014_000000011774.jpg
46,帽子をかぶった男性がトイレの便座に腰をおろしている,train2014/COCO_train2014_000000111447.jpg
47,女性が商品を手に携帯で電話をしている,train2014/COCO_train2014_000000088576.jpg
48,テニスの試合を車いすに乗った男性が観戦している,train2014/COCO_train2014_000000001407.jpg
49,スケートボードでジャンプをしている男性,train2014/COCO_train2014_000000004876.jpg
50,スーツを着た男性とドレスを着た女性がケーキのそばにいる,train2014/COCO_train2014_000000082220.jpg
51,女性達が船の上でいろいろな果物を売っている,train2014/COCO_train2014_000000103380.jpg
52,白い服を着た女性がテニスをしている,train2014/COCO_train2014_000000007809.jpg
53,女性が3人フリスビーを取ろうと手を伸ばしている,train2014/COCO_train2014_000000000625.jpg
54,海岸で男性が上半身裸でサーフボードを持っている,train2014/COCO_train2014_000000009658.jpg
55,黒い帽子をかぶってサングラスをかけた少女が、オレンジ色のストックを持ってスキーを滑っている,train2014/COCO_train2014_000000005823.jpg
56,少女が緑のヘラを持ってケーキに対面している,train2014/COCO_train2014_000000080771.jpg
57,サングラスをかけた男性がスノーボードをしている,train2014/COCO_train2014_000000038049.jpg
58,壁の前で日差しに顔を向けるサングラスに赤毛の男,train2014/COCO_train2014_000000072525.jpg
59,ドーナツを目をむきだしにしながら食べる女性,train2014/COCO_train2014_000000096793.jpg
60,暗い部屋の中で女性がノートパソコンを操作している,train2014/COCO_train2014_000000080609.jpg
61,男の人が二人でWiiを楽しんでいる,train2014/COCO_train2014_000000052365.jpg
62,子供がパソコンを開いて喜んでいる,train2014/COCO_train2014_000000023723.jpg
63,白縁メガネの男性がソファに座っている,train2014/COCO_train2014_000000102862.jpg
64,チェックのシャツを着た子供が書類を持っている,train2014/COCO_train2014_000000108360.jpg
65,黒いコートの男性が写真を撮っている,train2014/COCO_train2014_000000110573.jpg
66,メガネをかけて花柄のネクタイを締めている男性,train2014/COCO_train2014_000000110459.jpg
67,黒い服を着て傘をさした女性が笑っている,train2014/COCO_train2014_000000030443.jpg
68,小さな男の子が冷蔵庫のなかにすっぽり入っている,train2014/COCO_train2014_000000029706.jpg
69,小さな子供がスキー板を履いている,train2014/COCO_train2014_000000105600.jpg
70,赤い服をきた女性が携帯電話をかけながらこっちを見ている,train2014/COCO_train2014_000000007103.jpg
71,黒い服の男性がスケートボードでコースに出ようとしているところをたくさんの人が見守っている,train2014/COCO_train2014_000000008677.jpg
72,赤いウェアと黒いウェアと青いウェアを着ている人がスキー板を付けて立っている,train2014/COCO_train2014_000000001580.jpg
73,黒人男性が手を使わずに携帯電話で話している,train2014/COCO_train2014_000000032722.jpg
74,会合の中で全員座っているところ黒いシャツを着た男性だけが立っている,train2014/COCO_train2014_000000104277.jpg
75,男の人が車に荷物を積み込んでいる,train2014/COCO_train2014_000000032674.jpg
76,椅子に座って男性がリモコンでゲームしている,train2014/COCO_train2014_000000066695.jpg
77,花柄の服を着てうつ伏せになっている女性のそばにパンダのぬいぐるみが置いてある,train2014/COCO_train2014_000000112029.jpg
78,帽子をかぶった男性が、フリスビーを投げようとしている,train2014/COCO_train2014_000000019594.jpg
79,女性が飲み物片手に携帯電話を操作している,train2014/COCO_train2014_000000024794.jpg
80,大量の荷物の中から自分の荷物を探す男性,train2014/COCO_train2014_000000019534.jpg
81,青と白のボーダーシャツの男がシルバーの携帯電話を持っている,train2014/COCO_train2014_000000030094.jpg
82,黄色と緑のウェアを着たテニスプレイヤーがボールを打ち返そうとしている,train2014/COCO_train2014_000000006973.jpg
83,巨大なハサミで布を切ろうとしている,train2014/COCO_train2014_000000008593.jpg
84,子供を抱えた男性がフリスビーをしている,train2014/COCO_train2014_000000006026.jpg
85,赤と白のユニフォームの少女がテニスをしている,train2014/COCO_train2014_000000003770.jpg
86,男性の後ろのトラックの荷台に青いバナナが積まれている,train2014/COCO_train2014_000000050204.jpg
87,チャイナドレスの女性が男性と手をとりあっている,train2014/COCO_train2014_000000086213.jpg
88,公道でコーナーを曲がろうとしているスケートボーダー,train2014/COCO_train2014_000000031358.jpg
89,男性が楽しそうにスノーボードをしている,train2014/COCO_train2014_000000002583.jpg
90,青いユニフォームを着た女の子がバットを構えている,train2014/COCO_train2014_000000094714.jpg
91,イカの形をした凧揚げをしている人がいる,train2014/COCO_train2014_000000028184.jpg
92,眼鏡をかけた男性が何かを食べている,train2014/COCO_train2014_000000065588.jpg
93,傘をさした人4人がサボテンを見ている,train2014/COCO_train2014_000000003478.jpg
94,眼鏡をかけた男性が鏡の前でネクタイを結んでいる,train2014/COCO_train2014_000000045859.jpg
95,赤いユニフォームの人が送球している,train2014/COCO_train2014_000000109971.jpg
96,レインボーカラーの飛行機型凧を少年があげている,train2014/COCO_train2014_000000057647.jpg
97,ノートパソコンの前で男性が跪きながら叫んでいる,train2014/COCO_train2014_000000062814.jpg
98,老人を囲んで３人で食事をしている,train2014/COCO_train2014_000000003827.jpg
99,メガネをかけて、目を大きく開いている女性,train2014/COCO_train2014_000000029145.jpg
100,男性がテニスラケットを構えている,train2014/COCO_train2014_000000006216.jpg
101,男性はえんじの帽子をかぶり、黒いネクタイをしめている,train2014/COCO_train2014_000000040251.jpg
102,上半身裸の男性がラケットを持っている,train2014/COCO_train2014_000000060858.jpg
103,赤いユニホームを来た少年がバッターボックスで球を打とうとしている,train2014/COCO_train2014_000000015302.jpg
104,髭の生えた男性がスケートボードの上に座っている,train2014/COCO_train2014_000000020188.jpg
105,白いシャツを着ているロングヘアの男性と黒いシャツを着ている眼鏡の男性がテニスラケットを持っている,train2014/COCO_train2014_000000105844.jpg
106,男の子がフォークとナイフを使ってピザを食べている,train2014/COCO_train2014_000000061838.jpg
107,部屋の中で二人の男性がWiiをしている,train2014/COCO_train2014_000000014468.jpg
108,ベンチに座って同じポーズを決める3人組,train2014/COCO_train2014_000000012861.jpg
109,サーフボードの上に立とうとしている女性,train2014/COCO_train2014_000000074176.jpg
110,フリスビーを投げるランニングシャツにハーフパンツの少女,train2014/COCO_train2014_000000008909.jpg
111,ケーキを食べる紫のシャツを着た癖毛の白人少年,train2014/COCO_train2014_000000075999.jpg
112,交代でゲームのコア争いをして遊んでいる,train2014/COCO_train2014_000000077686.jpg
113,水色の上着を着た男性が、スノーボードに乗ってジャンプしている,train2014/COCO_train2014_000000014103.jpg
114,浜辺でフリスビーで遊ぶ4人の男性,train2014/COCO_train2014_000000025643.jpg
115,女性と男性が手を交差して食べ物を食べようとしている,train2014/COCO_train2014_000000028517.jpg
116,黄色いバナナを売る人が新聞を読んでいる,train2014/COCO_train2014_000000004376.jpg
117,青年が、青空にカイトを揚げている,train2014/COCO_train2014_000000066539.jpg
118,三つ編みをした女の子がバストイレの前にたちこちらを見ている,train2014/COCO_train2014_000000052631.jpg
119,水色の壁の前ではさみと紙を持った女がいる,train2014/COCO_train2014_000000101597.jpg
120,ベッドの上に女性があぐらで座ってノートパソコンをしている,train2014/COCO_train2014_000000029140.jpg
121,メガネをかけた男性がスキーを履いている,train2014/COCO_train2014_000000008630.jpg
122,白いウェアをきた女性がテニスをしている,train2014/COCO_train2014_000000118272.jpg
123,白い服を着たテニスプレイヤーがガッツポーズをしている,train2014/COCO_train2014_000000022291.jpg
124,2人の女性がWiiで遊んでいる,train2014/COCO_train2014_000000098841.jpg
125,フリスビーをもつTシャツとジーパンを着た男性,train2014/COCO_train2014_000000066909.jpg
126,女性がスキーの格好をして空を見上げている,train2014/COCO_train2014_000000099847.jpg
127,野球の試合でバッターが構えている,train2014/COCO_train2014_000000040938.jpg
128,赤い服を着た女の人がワインを飲んでいる,train2014/COCO_train2014_000000022882.jpg
129,赤いユニホームを着たバッター選手がホームベースで構えている,train2014/COCO_train2014_000000043510.jpg
130,二人の男性が並んで座っている,train2014/COCO_train2014_000000095535.jpg
131,ワイングラスを持った女性と男性が携帯を片手に話している,train2014/COCO_train2014_000000059972.jpg
132,おおきな寝袋をもってあるくだんせい,train2014/COCO_train2014_000000020561.jpg
133,晴天のスケートパークの風景である,train2014/COCO_train2014_000000019707.jpg
134,テラスに座っている男性のテーブルにピザが置かれている,train2014/COCO_train2014_000000060325.jpg
135,白い服を着た男性とボーダーの服をきた女性と黒い服を着た男性,train2014/COCO_train2014_000000033156.jpg
136,ケータイを持ったスーツの男性がたっている,train2014/COCO_train2014_000000007424.jpg
137,歯ブラシを持った女性を振り返って見ている子供がいる,train2014/COCO_train2014_000000055874.jpg
138,止まれの看板の前でお菓子を食べる男性,train2014/COCO_train2014_000000011138.jpg
139,スニーカーを履いた少年は腕時計をしている,train2014/COCO_train2014_000000078977.jpg
140,男女がテレビゲームで遊んでいる,train2014/COCO_train2014_000000008587.jpg
141,小さな少年たちが野球をやっている,train2014/COCO_train2014_000000011411.jpg
142,ソファーに座った３人のうち２人の女性がゲームをしている,train2014/COCO_train2014_000000095562.jpg
143,男女が一緒にケーキを切っている,train2014/COCO_train2014_000000078578.jpg
144,バットを持っている男性の後ろでジュースを飲んでいる男性がいる,train2014/COCO_train2014_000000094544.jpg
145,二人の女性がスマートフォンを持ちながら歩いている,train2014/COCO_train2014_000000105633.jpg
146,黄緑のシャツを着た少女がソフトボールをキャッチしようとしている,train2014/COCO_train2014_000000118186.jpg
147,テーブルに誰も着いていない部屋の窓際で、男性が電話で話をしている,train2014/COCO_train2014_000000100300.jpg
148,女性の鼻にはピアスがついている,train2014/COCO_train2014_000000077752.jpg
149,サングラスを掛けた人がスキーをしている,train2014/COCO_train2014_000000020044.jpg
150,テニスの試合を無言で観戦している,train2014/COCO_train2014_000000104602.jpg
151,ソファに座った子供が前方にリモコンを向けている,train2014/COCO_train2014_000000007839.jpg
152,野球のユニフォームを着た子供がバッターの構えをしている,train2014/COCO_train2014_000000016827.jpg
153,少年と少女がベッドに寝て笑っている,train2014/COCO_train2014_000000022086.jpg
154,ロウソクをたてたお誕生日ケーキを囲む男女,train2014/COCO_train2014_000000000790.jpg
155,左手には食べ物を持ち右手の親指を吸う少女,train2014/COCO_train2014_000000004844.jpg
156,船の上には５人の男性が乗っている,train2014/COCO_train2014_000000021051.jpg
157,花嫁が鼻の下を伸ばして口を開けている,train2014/COCO_train2014_000000035642.jpg
158,鼻を高くあげて、背中に三人の人を乗せた象がいる,train2014/COCO_train2014_000000013920.jpg
159,リュックを背負った少年と、動物の群れが近くにいる,train2014/COCO_train2014_000000067568.jpg
160,男性が4人でWiiを使って遊んでいる,train2014/COCO_train2014_000000073162.jpg
161,青い服を着た女性がピザとパスタで食事をしている,train2014/COCO_train2014_000000054563.jpg
162,青空にビキニの女性2人と猫と戦闘機,train2014/COCO_train2014_000000057362.jpg
163,赤い帽子の男性が象に乗っている,train2014/COCO_train2014_000000116043.jpg
164,レストランで女性が２人に男性が３人でカメラに向かって微笑んでいる,train2014/COCO_train2014_000000011332.jpg
165,紫のスコートの女性がテニスボールを打とうとしている,train2014/COCO_train2014_000000093916.jpg
166,正装をした男性と女性が立っている,train2014/COCO_train2014_000000079701.jpg
167,サーブを打つためにボールを上空に投げるプレーヤーがいる,train2014/COCO_train2014_000000066003.jpg
168,くまのぬいぐるみのリボンを噛む子供,train2014/COCO_train2014_000000044840.jpg
169,ナイキのユニフォームをきた女子テニスプレイヤー,train2014/COCO_train2014_000000050863.jpg
170,赤い髪の女性が料理に刺してあるローズマリーの後ろで口をあけている,train2014/COCO_train2014_000000095789.jpg
171,野球のピッチャーが投球している,train2014/COCO_train2014_000000020090.jpg
172,白い服を着た男性がバットを構えている,train2014/COCO_train2014_000000023420.jpg
173,二人の人が自転車に乗っている,train2014/COCO_train2014_000000021528.jpg
174,黒い服を着た男女が何かに集中している,train2014/COCO_train2014_000000078482.jpg
175,全身青いタイツの人がスケボーをしている,train2014/COCO_train2014_000000069081.jpg
176,テープカットで盛り上がる人たち,train2014/COCO_train2014_000000080654.jpg
177,図書館でたくさんの人が座りながらピザを食べている,train2014/COCO_train2014_000000022411.jpg
178,お兄さんがちょうどテニスのラケットをふっている,train2014/COCO_train2014_000000008581.jpg
179,男性がピザを2枚食べようとしている,train2014/COCO_train2014_000000070402.jpg
180,キーボードを首から下げてバンザイをする男の人,train2014/COCO_train2014_000000060472.jpg
181,二人の男性が円盤を取り合っている,train2014/COCO_train2014_000000021143.jpg
182,２人の女性が白と茶色の２頭の馬を持っている,train2014/COCO_train2014_000000041895.jpg
183,立っている男性の左手にはグラスが握られている,train2014/COCO_train2014_000000075608.jpg
184,黒いシルクハットをかぶった男性が鼻の下をこすっている,train2014/COCO_train2014_000000047260.jpg
185,タンクトップを着た女性が調理をしている,train2014/COCO_train2014_000000046419.jpg
186,赤と白の傘を持った女性が歩いている,train2014/COCO_train2014_000000083873.jpg
187,手すりを持ってヨットのほうを見ている小さな女の子,train2014/COCO_train2014_000000023935.jpg
188,初老の白人男性が席を立とうとしている,train2014/COCO_train2014_000000080246.jpg
189,女の人がテニスのサーブをうっている,train2014/COCO_train2014_000000004020.jpg
190,男性と女性がそれぞれリモコンを握っている,train2014/COCO_train2014_000000105063.jpg
191,男女がソファーや椅子に座ってぱそこんをしている,train2014/COCO_train2014_000000097330.jpg
192,男性と女性がスキーをつけてたっている,train2014/COCO_train2014_000000058497.jpg
193,眼鏡をかけた2人の男性、片方が相手の髪を指で挟んでいる,train2014/COCO_train2014_000000088653.jpg
194,1人の歯磨きをしている女性がズボンに手を入れてこっちを向いている,train2014/COCO_train2014_000000012460.jpg
195,ハンドルを持っている女性がいる,train2014/COCO_train2014_000000084128.jpg
196,緑色の服を着た女性が食事をしている,train2014/COCO_train2014_000000064492.jpg
197,青い洋服を着た女性がケーキを切っている,train2014/COCO_train2014_000000058801.jpg
198,スケートボードを後ろに抱えた男性が人込みの後ろに並ぶ,train2014/COCO_train2014_000000030188.jpg
199,子供が屋内でゲームを楽しんでいる,train2014/COCO_train2014_000000121453.jpg
200,赤いネクタイをした長髪の女性がいる,train2014/COCO_train2014_000000050817.jpg
201,メガネの女の人が右手にケータイ左手の人差し指を耳に当てている,train2014/COCO_train2014_000000106788.jpg
202,パールのネックレスをつけた女性が鏡に映った自分を自撮りしている,train2014/COCO_train2014_000000098013.jpg
203,女の子がピザを手に持っている,train2014/COCO_train2014_000000100564.jpg
204,黒いシャツとベージュのショートパンツをはいたおさげ髪の女性の後ろ姿,train2014/COCO_train2014_000000057753.jpg
205,平和な国で女性がテニスをしている,train2014/COCO_train2014_000000115635.jpg
206,サーフィンのあと、車の後部に腰を掛けて休む男性,train2014/COCO_train2014_000000023429.jpg
207,メガネをかけた男性が右手にはさみを持っている,train2014/COCO_train2014_000000059157.jpg
208,なにかを網で捕まえようとしている男性がいる,train2014/COCO_train2014_000000001330.jpg
209,少年がスケートボードでジャンプしている｡,train2014/COCO_train2014_000000071346.jpg
210,パーキングメーターの前で、手にペンでメモをしている男性がいる,train2014/COCO_train2014_000000121619.jpg
211,キッチンの前で女性が微笑んでいる,train2014/COCO_train2014_000000043739.jpg
212,黒い服を着た女性がテニスをしている,train2014/COCO_train2014_000000103556.jpg
213,赤色のユニフォームの女性がラケットを振っている,train2014/COCO_train2014_000000105168.jpg
214,グローブを持った２人が話をしている,train2014/COCO_train2014_000000032845.jpg
215,スーツとサングラスを身に付けたシンガー,train2014/COCO_train2014_000000021674.jpg
216,サーフボードをもったひとが海の横を歩いている,train2014/COCO_train2014_000000014801.jpg
217,雪が降り積もる森の中を3人がスキーで進んでいる,train2014/COCO_train2014_000000014677.jpg
218,ベッドの上に座っている人と同じ人がパソコンに映されている,train2014/COCO_train2014_000000048209.jpg
219,ピンクのTシャツを着てサングラスを掛けた男性が右手で黄色いフリスビーを投げようとしている,train2014/COCO_train2014_000000028257.jpg
220,テニスコートで青いＴシャツを着た男性がラケットを振っている,train2014/COCO_train2014_000000021194.jpg
221,たくさんの馬が道路の上を並んで歩いている,train2014/COCO_train2014_000000029582.jpg
222,街角に血だらけの人たちがたくさんいる,train2014/COCO_train2014_000000113998.jpg
223,グレーのTシャツの少年が一頭立ての馬車に乗っている,train2014/COCO_train2014_000000079258.jpg
224,キッチンで男性がピザを焼き上げた,train2014/COCO_train2014_000000080742.jpg
225,子供が食べ物を口にくわえている,train2014/COCO_train2014_000000084610.jpg
226,母と二人の娘はピザを作ろうとしている,train2014/COCO_train2014_000000078642.jpg
227,黒い髪の女性が、携帯電話で話をしている,train2014/COCO_train2014_000000028555.jpg
228,女性が一人男性が二人それぞれ手に野菜を持っている,train2014/COCO_train2014_000000029799.jpg
229,街中の通りの歩道に出されたウインナーとか並べた露店,train2014/COCO_train2014_000000081576.jpg
230,焼きあがったピザを女の人が眺めている,train2014/COCO_train2014_000000095100.jpg
231,リュックを背負った人たちが雪山を見上げている,train2014/COCO_train2014_000000103978.jpg
232,階段でスケボーをしてジャンプをしている,train2014/COCO_train2014_000000031851.jpg
233,冷蔵庫の前に浮き輪を持って立つ女の子,train2014/COCO_train2014_000000028650.jpg
234,ピザを取り分けている女性たちがいる,train2014/COCO_train2014_000000084757.jpg
235,赤い服を着た人が馬に乗っている,train2014/COCO_train2014_000000029506.jpg
236,食堂で子供がいて女性がピザを切り分けている,train2014/COCO_train2014_000000000110.jpg
237,男性が携帯電話で通話している,train2014/COCO_train2014_000000025385.jpg
238,クロスカントリーの選手が二人競り合っている,train2014/COCO_train2014_000000078609.jpg
239,片足で踏み込んでテニスラケットを振り降ろす黒人男性,train2014/COCO_train2014_000000031582.jpg
240,無数のマイクの前で眼鏡の男性が話している,train2014/COCO_train2014_000000013797.jpg
241,縞のハーフパンツの男性のスケートボード連続写真がある,train2014/COCO_train2014_000000097633.jpg
242,チョコレートケーキにろうそくが4本立っている,train2014/COCO_train2014_000000016037.jpg
243,大雪の中黄色のウエアを着た男性はスノーボードをしている,train2014/COCO_train2014_000000006041.jpg
244,美味しそうにパンを食べている男性,train2014/COCO_train2014_000000033536.jpg
245,４０代くらいの女性と若い女性がWiiをしている,train2014/COCO_train2014_000000024310.jpg
246,サングラスをかけた黒髪の女性が立っている,train2014/COCO_train2014_000000030340.jpg
247,テニスラケットを持って走る男の横姿,train2014/COCO_train2014_000000018934.jpg
248,髪の長い女性が芝生に座って携帯で電話をしている,train2014/COCO_train2014_000000008309.jpg
249,赤いシャツを着た男性がテニスラケットを持っている,train2014/COCO_train2014_000000069934.jpg
250,女性が傘を左手で持ちながら笑っている,train2014/COCO_train2014_000000121441.jpg
251,1人の女性がパソコンをいじっている,train2014/COCO_train2014_000000075682.jpg
252,バッターがバットを振っている,train2014/COCO_train2014_000000040995.jpg
253,迷彩柄の服を着て黒い帽子を被った男たちが馬に乗っている,train2014/COCO_train2014_000000035110.jpg
254,赤いヘルメットを装着した選手がバッターボックスに立っている,train2014/COCO_train2014_000000034430.jpg
255,眼鏡をかけた男性が胸の上にパソコンを置いている,train2014/COCO_train2014_000000010560.jpg
256,調理の途中に台所でポーズを取る女性,train2014/COCO_train2014_000000022193.jpg
257,冬の早朝に通勤しているサラリーマン,train2014/COCO_train2014_000000009112.jpg
258,子供達が公園でサッカーをしている,train2014/COCO_train2014_000000035818.jpg
259,バッターボックス入る打者と立ち上がっている捕手,train2014/COCO_train2014_000000014283.jpg
260,バイクに乗った郵便局員がお墓のそばを通り過ぎている,train2014/COCO_train2014_000000008238.jpg
261,スノーボードでジャンプしている人がいる,train2014/COCO_train2014_000000030619.jpg
262,馬が２匹人を載せた荷台をひいている,train2014/COCO_train2014_000000113676.jpg
263,何個もあるワイングラスを１つ持って女性が笑っている,train2014/COCO_train2014_000000081239.jpg
264,髪の長い女性が自分の髪にブラシをかけている,train2014/COCO_train2014_000000105877.jpg
265,飛んできたボールを選手が打とうとしている,train2014/COCO_train2014_000000011107.jpg
266,芝生の上に赤いユニフォームを着た男性が倒れている,train2014/COCO_train2014_000000032206.jpg
267,リモコンを持った少年が頭を撫でられている,train2014/COCO_train2014_000000047391.jpg
268,スケートボードを立てて持っている女性がいる,train2014/COCO_train2014_000000059327.jpg
269,ヒゲの生えた男性が飲み物を注がれている,train2014/COCO_train2014_000000026913.jpg
270,男性２人がフリスビーをしている,train2014/COCO_train2014_000000094558.jpg
271,男の子が黄色いサーフボードを持っている,train2014/COCO_train2014_000000042278.jpg
272,男性が座ってポーズを撮っている,train2014/COCO_train2014_000000019781.jpg
273,ワイナリーを訪れた観光客のうち、ひとりだけ話を聞いていない,train2014/COCO_train2014_000000108575.jpg
274,ネックレスを売っているお店の前で、男性二人が立っている,train2014/COCO_train2014_000000028889.jpg
275,サングラスをかけた女性が隣の男性の方を見ている,train2014/COCO_train2014_000000075590.jpg
276,大画面の前にこちらを男性が大勢の前でこちらを向いて立っている,train2014/COCO_train2014_000000112978.jpg
277,男性がひざまづいてバイクを眺めている,train2014/COCO_train2014_000000026668.jpg
278,白いユニフォームを着た男がサーブをしている,train2014/COCO_train2014_000000054949.jpg
279,フリスビーで遊んでいる二人の男性,train2014/COCO_train2014_000000089181.jpg
280,緑色の服を着ている人はヘルメットをかぶっている,train2014/COCO_train2014_000000088845.jpg
281,クリスマスツリーの前の丸テーブルのキャラクターのマグカップと丸いケーキの前に座るメガネの人物,train2014/COCO_train2014_000000042463.jpg
282,右手をポケットに入れている男性が立っている,train2014/COCO_train2014_000000052324.jpg
283,ふたりの男性が携帯電話を見ている,train2014/COCO_train2014_000000097849.jpg
284,赤ちゃんが口に棒を入れて立っている,train2014/COCO_train2014_000000060881.jpg
285,半ズボンを履いた男性が虎の足のような靴を履いて電話をしている,train2014/COCO_train2014_000000001006.jpg
286,黒い服を着た女性がテニスをしている,train2014/COCO_train2014_000000109950.jpg
287,小さい子供がノートパソコンを使っている,train2014/COCO_train2014_000000004567.jpg
288,棚の上の段に鍋が下の段にお皿が置かれている,train2014/COCO_train2014_000000047680.jpg
289,女性が煙草を吸いながら携帯電話を触っている,train2014/COCO_train2014_000000067248.jpg
290,スキープレーヤーがスキー場でスキーを楽しんでいる,train2014/COCO_train2014_000000012434.jpg
291,黒い服を着た男性がスノーボードに乗っている,train2014/COCO_train2014_000000065869.jpg
292,集まった人達が、ワインの試飲をしている,train2014/COCO_train2014_000000081971.jpg
293,パソコンをいじっている赤ちゃんがいる,train2014/COCO_train2014_000000060780.jpg
294,眠たそうな子供とその両親が写っている,train2014/COCO_train2014_000000057772.jpg
295,道には自慢のバイクがたくさん停められ、多くの人が行き交っている,train2014/COCO_train2014_000000073626.jpg
296,赤いジャンバーの男性が椅子に座っている,train2014/COCO_train2014_000000043960.jpg
297,左手にタトゥーを入れている青年がスケートボードに乗っている,train2014/COCO_train2014_000000097662.jpg
298,馬と男性の置物があり、男の子と女の子が男性の置物と手をつないでいる,train2014/COCO_train2014_000000084230.jpg
299,二人の男性がフリスビーを取ろうとジャンプしている,train2014/COCO_train2014_000000027950.jpg
300,男性がヘディングをしようとしている,train2014/COCO_train2014_000000024239.jpg
301,4人の男性がトラックの荷台に乗っている,train2014/COCO_train2014_000000074156.jpg
302,赤い服を着た子供が熊のぬいぐるみを抱えている,train2014/COCO_train2014_000000008176.jpg
303,広い道をたくさんの人が歩いている,train2014/COCO_train2014_000000014873.jpg
304,ゾウの背中に乗って移動しているカップル,train2014/COCO_train2014_000000026443.jpg
305,男性が海でサーフィンをしている,train2014/COCO_train2014_000000070014.jpg
306,男性がウィンドウサーフィンをしている,train2014/COCO_train2014_000000032129.jpg
307,店頭で焼きソーセージと格闘している男性がいる,train2014/COCO_train2014_000000017578.jpg
308,Wiiリモコンをそれぞれ握る女の子と男の子,train2014/COCO_train2014_000000087465.jpg
309,駅のホームにたくさんの人がいて大きな荷物を持っている,train2014/COCO_train2014_000000078553.jpg
310,赤ちゃんが自分で歯を磨いている,train2014/COCO_train2014_000000074590.jpg
311,草原をゼッケンをつけた人が乗馬をしている,train2014/COCO_train2014_000000014683.jpg
