no,images,subject,cap_original,cap_ll,cap_lh,cap_hl,cap_hh,ll_humor_score,ll_img_sim,ll_word_sim,lh_humor_score,lh_img_sim,lh_word_sim,hl_humor_score,hl_img_sim,hl_word_sim,hh_humor_score,hh_img_sim,hh_word_sim
25,COCO_test2015_000000523260.jpg,人,スキー場でスキーをしている人がいますね！,スキー場でスキーをしているポットパイ人間がいますね！,スキー場でスキーをしている犬人間がいますね！,スキー場でスキーをしているスキーの板人間がいますね！,スキー場でスキーをしている目出し帽人間がいますね！,0.9964996612,4e-10,0.0035003384,0.3634505845,4.2e-09,0.363450586,0.657065125,0.6674031019,0.0154898545,0.0110235535,0.0736880749,0.1495975234
28,COCO_test2015_000000089173.jpg,人,スケートボードに乗った人でありますね！,スケートボードに乗ったポットパイ人間でありますね！,スケートボードに乗ったワン公人間でありますね！,スケートボードに乗った手すり人間でありますね！,スケートボードに乗った火器人間でありますね！,0.9964996035,5.83e-08,0.0035003384,0.3634505317,1.494e-07,0.363450586,0.1980910932,0.2059801072,0.0382998828,0.025544851,0.139285937,0.1833986371
31,COCO_test2015_000000009053.jpg,人,白いフリスビーをキャッチしようとジャンプしている人ですね！,白いフリスビーをキャッチしようとジャンプしているポットパイ人間ですね！,白いフリスビーをキャッチしようとジャンプしているフォックス人間ですね！,白いフリスビーをキャッチしようとジャンプしているトーチ人間ですね！,白いフリスビーをキャッチしようとジャンプしている絵筆人間ですね！,0.9964995943,6.75e-08,0.0035003384,0.2909801242,5.67e-08,0.2909801407,0.1398689147,0.1405832469,0.0050812044,0.0057805751,0.0547186658,0.1056417405
37,COCO_test2015_000000001643.jpg,人たち,バイクに乗った人たちが並んでいますね！,バイクに乗ったコガネムシが並んでいますね！,バイクに乗った犬が並んでいますね！,バイクに乗った鉄帽が並んでいますね！,バイクに乗ったヘルメットが並んでいますね！,0.9967375162,5.95e-08,0.0032624245,0.388900692,1.291e-07,0.3889007422,0.2079679533,0.2292040288,0.092651406,0.0212360755,0.2292040288,0.092651406
39,COCO_test2015_000000015200.jpg,人たち,バイクに乗った人たちが並んでいますね！,バイクに乗ったモデムが並んでいますね！,バイクに乗った犬が並んでいますね！,バイクに乗った鉄帽が並んでいますね！,バイクに乗った兜が並んでいますね！,0.9946251352,3.1e-09,0.0053748617,0.3889007413,2.4e-09,0.3889007422,0.8117690303,0.8946605921,0.092651406,0.0828915618,0.8946605921,0.092651406
40,COCO_test2015_000000038617.jpg,男性,男性がスケートボードに乗っていますね！,ストール男がスケートボードに乗っていますね！,ネクタイ男がスケートボードに乗っていますね！,トライシクル男がスケートボードに乗っていますね！,野球選手男がスケートボードに乗っていますね！,0.9848568782,2.2e-09,0.0151431196,0.3752431235,1.9e-09,0.3752431242,0.2388124148,0.264850229,0.0983114656,0.1070966719,0.3193263113,0.3353831743
43,COCO_test2015_000000008976.jpg,男性,雪山でスキーを履き、コスプレをしている女性と隣に座る男性ですね！,雪山でスキーを履き、コスプレをしている女性と隣に座るモデム男ですね！,雪山でスキーを履き、コスプレをしている女性と隣に座る食べ物男ですね！,雪山でスキーを履き、コスプレをしている女性と隣に座る犬ぞり男ですね！,雪山でスキーを履き、コスプレをしている女性と隣に座る制服男ですね！,0.9961317349,2.87e-08,0.0038682365,0.3201194348,8.67e-08,0.3201194626,0.2016637587,0.2148110718,0.0612040755,0.0220461773,0.1487639248,0.1481957225
45,COCO_test2015_000000011521.jpg,人,サーフィンをしている人がいますね！,サーフィンをしているベジタブル人間がいますね！,サーフィンをしているいぬっころ人間がいますね！,サーフィンをしているスキーの板人間がいますね！,サーフィンをしている海パン人間がいますね！,0.9985947744,5.68e-08,0.0014051689,0.3634505272,1.619e-07,0.363450586,0.191591602,0.194606021,0.0154898545,0.0057415189,0.0729236156,0.0787333269
46,COCO_test2015_000000070948.jpg,男性,男性がフォークとナイフを持っていますね！,ファニチャー男がフォークとナイフを持っていますね！,いぬ男がフォークとナイフを持っていますね！,食べ物屋男がフォークとナイフを持っていますね！,食堂男がフォークとナイフを持っていますね！,0.9892271967,5.29e-08,0.010772751,0.3214015114,8.98e-08,0.3214015403,0.1000381791,0.1283643693,0.2206701932,0.0283261902,0.1283643693,0.2206701932
49,COCO_test2015_000000017263.jpg,蝋燭,大きなピザの上には、蝋燭が火をつけていますね！,大きなピザの上には、トカゲが火をつけていますね！,大きなピザの上には、鯱が火をつけていますね！,大きなピザの上には、ピザパイが火をつけていますね！,大きなピザの上には、ピッツァが火をつけていますね！,0.9793370972,1e-10,0.0206629027,0.463390054,1e-10,0.463390054,0.6304897791,0.9934021831,0.3653227365,0.362912404,0.9934021831,0.3653227365
52,COCO_test2015_000000051870.jpg,子供,スキー場で子供がスキーをしていますね！,スキー場でポットパイがスキーをしていますね！,スキー場で鳥がスキーをしていますね！,スキー場でスキーの板がスキーをしていますね！,スキー場でスキーがスキーをしていますね！,0.980403194,2e-10,0.0195968058,0.4177092573,1e-10,0.4177092573,0.8121049743,0.9960381985,0.1846648296,0.1839332242,0.9960381985,0.1846648296
53,COCO_test2015_000000011311.jpg,男性,男性がネクタイを締めている男性の隣に立っていますね！,ディスクブレーキ男がネクタイを締めている男性の隣に立っていますね！,ドッグ男がネクタイを締めている男性の隣に立っていますね！,ローブ男がネクタイを締めている男性の隣に立っていますね！,ガウン男がネクタイを締めている男性の隣に立っていますね！,0.9964287195,8.9e-09,0.0035712716,0.321401533,2.27e-08,0.3214015403,0.0596293676,0.0890457109,0.3303510411,0.0294163433,0.0890457109,0.3303510411
55,COCO_test2015_000000069150.jpg,子供,子供がバナナを持って笑っていますね！,ぞうがバナナを持って笑っていますね！,野羊がバナナを持って笑っていますね！,打楽器がバナナを持って笑っていますね！,バナナがバナナを持って笑っていますね！,0.9985970555,2.595e-07,0.0014026854,0.37524389,2.19e-08,0.3752438982,0.1531829646,0.1695659459,0.0966171672,0.0235559987,0.0901749954,0.2612253939
57,COCO_test2015_000000035055.jpg,男の子,男の子がクマのぬいぐるみを持っていますね！,蒸気機関車がクマのぬいぐるみを持っていますね！,海鳥がクマのぬいぐるみを持っていますね！,ドッグがクマのぬいぐるみを持っていますね！,いぬがクマのぬいぐるみを持っていますね！,0.9981911949,6.05e-08,0.0018087447,0.5364592341,2.9e-09,0.5364592357,0.0538564369,0.1074349433,0.498706517,0.0535785064,0.1074349433,0.498706517
62,COCO_test2015_000000012835.jpg,後ろ姿,スキーを楽しむ女性の後ろ姿でありますね！,スキーを楽しむ女性の貯金でありますね！,スキーを楽しむ女性のお財布でありますね！,スキーを楽しむ女性のスキーでありますね！,スキーを楽しむ女性のスキーの板でありますね！,0.992325117,0.0,0.007674883,0.4214932456,0.0,0.4214932456,0.9189759121,0.997094512,0.0783462339,0.0781185999,0.997094512,0.0783462339
63,COCO_test2015_000000003090.jpg,人,プロペラ機の前に人が集まっていますね！,プロペラ機の前にポットパイ人間が集まっていますね！,プロペラ機の前にワン公人間が集まっていますね！,プロペラ機の前に航空機人間が集まっていますね！,プロペラ機の前にエアプレーン人間が集まっていますね！,0.9964996615,1e-10,0.0035003384,0.3634505853,1.9e-09,0.363450586,0.4224704633,0.454810679,0.0711069841,0.0323402157,0.454810679,0.0711069841
64,COCO_test2015_000000539040.jpg,女性,ピザを目の前にした女性が微笑んでいますね！,ピザを目の前にしたシャチ女が微笑んでいますね！,ピザを目の前にしたブラ女が微笑んでいますね！,ピザを目の前にしたピザパイ女が微笑んでいますね！,ピザを目の前にしたピッツア女が微笑んでいますね！,0.9968874203,0.0,0.0031125797,0.3872869584,0.0,0.3872869584,0.7884773214,0.9943506718,0.2070430043,0.2058733504,0.9943506718,0.2070430043
69,COCO_test2015_000000020151.jpg,男性,男性が2人で登山をしていますね！,ディスクブレーキ男が2人で登山をしていますね！,たんす男が2人で登山をしていますね！,郵袋男が2人で登山をしていますね！,エプロン男が2人で登山をしていますね！,0.9964285178,2.114e-07,0.0035712716,0.3076043745,1.2592e-06,0.3076047618,0.0889134905,0.0980801284,0.0934607042,0.014390486,0.0551374108,0.2609931407
70,COCO_test2015_000000577915.jpg,犬,犬がフリスビーを咥えて跳んでいますね！,トロリーバスがフリスビーを咥えて跳んでいますね！,小鳥がフリスビーを咥えて跳んでいますね！,テニスボールがフリスビーを咥えて跳んでいますね！,ワン公がフリスビーを咥えて跳んでいますね！,0.9935156996,1.7e-09,0.0064842987,0.6245693316,7e-10,0.624569332,0.0019871221,0.0025761093,0.2286343994,0.3814555109,0.3814555109,1.0
72,COCO_test2015_000000072292.jpg,人たち,ピザを着る男性とそれを見ている人たちですね！,ピザを着る男性とそれを見ているコガネムシですね！,ピザを着る男性とそれを見ているいぬっころですね！,ピザを着る男性とそれを見ているコーンですね！,ピザを着る男性とそれを見ているトウモロコシですね！,0.9967375658,9.7e-09,0.0032624245,0.3889007386,9.2e-09,0.3889007422,0.2360069697,0.3094290495,0.2372824399,0.0734220798,0.3094290495,0.2372824399
73,COCO_test2015_000000539211.jpg,男性,男性が会社のロゴが入ったパソコンを操作していますね！,ディスクブレーキ男が会社のロゴが入ったパソコンを操作していますね！,ねこ男が会社のロゴが入ったパソコンを操作していますね！,ipod男が会社のロゴが入ったパソコンを操作していますね！,体重計男が会社のロゴが入ったパソコンを操作していますね！,0.9964286766,5.2e-08,0.0035712716,0.3355120013,1.916e-07,0.3355120656,0.0991424805,0.1072540954,0.0756298851,0.0172470961,0.111790061,0.1542811228
74,COCO_test2015_000000007995.jpg,赤ちゃん,赤ちゃんが冷蔵庫の前で振り返っていますね！,空母が冷蔵庫の前で振り返っていますね！,バードが冷蔵庫の前で振り返っていますね！,アイスキャンデーが冷蔵庫の前で振り返っていますね！,アイスキャンディーが冷蔵庫の前で振り返っていますね！,0.9963204914,6.8e-09,0.0036795018,0.6484696475,4.2e-09,0.6484696502,0.3445088359,0.552008152,0.3758990068,0.2074993161,0.552008152,0.3758990068
75,COCO_test2015_000000552865.jpg,人,テニスラケットを持った人でありますね！,テニスラケットを持ったポットパイ人間でありますね！,テニスラケットを持ったいぬっころ人間でありますね！,テニスラケットを持ったテニスラケット人間でありますね！,テニスラケットを持ったラケット人間でありますね！,0.99649966,1.6e-09,0.0035003384,0.363450584,5.4e-09,0.363450586,0.883696287,0.9096156359,0.0284948366,0.0259193489,0.9096156359,0.0284948366
76,COCO_test2015_000000033155.jpg,人,赤いウェアを着た人がスキーをしていますね！,赤いウェアを着たポットパイ人間がスキーをしていますね！,赤いウェアを着た魚人間がスキーをしていますね！,赤いウェアを着たスキーの板人間がスキーをしていますね！,赤いウェアを着たスキー人間がスキーをしていますね！,0.9964996605,1.1e-09,0.0035003384,0.2820563712,5e-10,0.2820563713,0.8528344743,0.8662526011,0.0154898545,0.0134181268,0.8662526011,0.0154898545
78,COCO_test2015_000000069546.jpg,男性,男性がwiiのコントローラーを持っていますね！,ディスクブレーキ男がwiiのコントローラーを持っていますね！,カエル男がwiiのコントローラーを持っていますね！,リコーダー男がwiiのコントローラーを持っていますね！,フルート男がwiiのコントローラーを持っていますね！,0.9964287244,4e-09,0.0035712716,0.2534474954,1.5e-09,0.2534474958,0.3035864083,0.3456553519,0.1217077744,0.0420689436,0.3456553519,0.1217077744
81,COCO_test2015_000000014364.jpg,女性,サーフボードを持った女性が砂浜を歩いていますね！,サーフボードを持った鉛筆削り女が砂浜を歩いていますね！,サーフボードを持ったたんす女が砂浜を歩いていますね！,サーフボードを持った湾岸女が砂浜を歩いていますね！,サーフボードを持った海沿い女が砂浜を歩いていますね！,0.9864080356,4.03e-08,0.0135919246,0.366792326,3.43e-08,0.3667923386,0.4337329132,0.4556468129,0.048094048,0.0219138997,0.4556468129,0.048094048
84,COCO_test2015_000000015397.jpg,女性,女性がケーキを食べようとしていますね！,シャチ女がケーキを食べようとしていますね！,野羊女がケーキを食べようとしていますね！,ヘアドライアー女がケーキを食べようとしていますね！,デザート女がケーキを食べようとしていますね！,0.9968873814,3.9e-08,0.0031125797,0.3173351592,1.95e-08,0.3173351654,0.1879852151,0.1982574314,0.051812516,0.0188850184,0.1122687012,0.1682126736
85,COCO_test2015_000000087310.jpg,女性,女性が携帯電話で話をしていますね！,空母女が携帯電話で話をしていますね！,野羊女が携帯電話で話をしていますね！,電話機女が携帯電話で話をしていますね！,電話女が携帯電話で話をしていますね！,0.9964941744,1.453e-07,0.0035056808,0.3173350926,2.293e-07,0.3173351654,0.1167954867,0.1411692351,0.1726562332,0.0243737484,0.1411692351,0.1726562332
87,COCO_test2015_000000541960.jpg,男性,男性がベンチに座って本を読んでいますね！,いちじく男がベンチに座って本を読んでいますね！,いぬ男がベンチに座って本を読んでいますね！,フォークリフト男がベンチに座って本を読んでいますね！,チェーンソー男がベンチに座って本を読んでいますね！,0.9846649201,4.77e-08,0.0153350329,0.3214015382,6.6e-09,0.3214015403,0.3867676469,0.4200276732,0.0791853213,0.0577136698,0.2672352195,0.2159658068
88,COCO_test2015_000000556628.jpg,男性,テニスコートでテニスをしている男性ですね！,テニスコートでテニスをしている峡間男ですね！,テニスコートでテニスをしている猫男ですね！,テニスコートでテニスをしているラケット男ですね！,テニスコートでテニスをしているテニスラケット男ですね！,0.9839426324,0.0,0.0160573676,0.3355120656,0.0,0.3355120656,0.80405906,0.9722832441,0.1730197297,0.1682241841,0.9722832441,0.1730197297
89,COCO_test2015_000000558098.jpg,男性,男性が女性の肩に手を当ててポーズしていますね！,スノーモービル男が女性の肩に手を当ててポーズしていますね！,スカート男が女性の肩に手を当ててポーズしていますね！,とんかち男が女性の肩に手を当ててポーズしていますね！,絆創膏男が女性の肩に手を当ててポーズしていますね！,0.9955601068,5.27e-08,0.0044398407,0.3369235284,1.367e-07,0.3369235745,0.2066873942,0.2125072628,0.0273866809,0.0254748633,0.1483118236,0.1717655589
90,COCO_test2015_000000541902.jpg,女性,女性がキリンの顔を触ろうとしていますね！,空母女がキリンの顔を触ろうとしていますね！,ドレッサー女がキリンの顔を触ろうとしていますね！,安全ピン女がキリンの顔を触ろうとしていますね！,ビキニ女がキリンの顔を触ろうとしていますね！,0.9964942015,1.181e-07,0.0035056808,0.3667919234,1.1319e-06,0.3667923386,0.1873812066,0.1999600232,0.0629066568,0.0257148049,0.061798837,0.4161049973
91,COCO_test2015_000000021230.jpg,男性,白い服を着た男性がフリスビーを持っていますね！,白い服を着たディスクブレーキ男がフリスビーを持っていますね！,白い服を着たワン公男がフリスビーを持っていますね！,白い服を着た炬男がフリスビーを持っていますね！,白い服を着たトーチ男がフリスビーを持っていますね！,0.9964286836,4.5e-08,0.0035712716,0.3214015161,7.53e-08,0.3214015403,0.2797599434,0.2935287058,0.0469077203,0.0137687624,0.2935287058,0.0469077203
92,COCO_test2015_000000016177.jpg,女性,赤い傘を掲げる女の人とドレスを着た女性ですね！,赤い傘を掲げる女の人とドレスを着たルーペ女ですね！,赤い傘を掲げる女の人とドレスを着たドッグ女ですね！,赤い傘を掲げる女の人とドレスを着たデニム女ですね！,赤い傘を掲げる女の人とドレスを着た和服女ですね！,0.9732832347,1.089e-07,0.0267166593,0.3680149451,9.11e-08,0.3680149786,0.0523629112,0.0656594336,0.2025074178,0.0250451942,0.0508639291,0.4923959794
97,COCO_test2015_000000029313.jpg,人,スキーをしている人が３人いますね！,スキーをしているポットパイ人間が３人いますね！,スキーをしているシカ人間が３人いますね！,スキーをしているスキー人間が３人いますね！,スキーをしているスキーの板人間が３人いますね！,0.9964996556,6e-09,0.0035003384,0.2842954899,2.42e-08,0.2842954968,0.8941805515,0.9082491994,0.0154898545,0.0140686479,0.9082491994,0.0154898545
98,COCO_test2015_000000036802.jpg,人,海でサーフィンをしている人でありますね！,海でサーフィンをしている凱旋門人間でありますね！,海でサーフィンをしているスパイダー人間でありますね！,海でサーフィンをしているビキニ人間でありますね！,海でサーフィンをしている鮫人間でありますね！,0.997485703,1.99e-08,0.0025142772,0.2435534695,1.89e-08,0.2435534741,0.4879670038,0.5317550302,0.0823462382,0.0530922309,0.2111382484,0.2514571912
103,COCO_test2015_000000578486.jpg,男性,ノートパソコンを持った男性が椅子に座っていますね！,ノートパソコンを持ったトロリーバス男が椅子に座っていますね！,ノートパソコンを持ったネコ男が椅子に座っていますね！,ノートパソコンを持ったラップトップコンピュータ男が椅子に座っていますね！,ノートパソコンを持ったラップトップ男が椅子に座っていますね！,0.967739615,0.0,0.032260385,0.3355120656,0.0,0.3355120656,0.2237075734,0.2435962111,0.081645924,0.0198886377,0.2435962111,0.081645924
105,COCO_test2015_000000015982.jpg,人,テレビ画面の前に立っている人がいますね！,テレビ画面の前に立っているポットパイ人間がいますね！,テレビ画面の前に立っているいぬ人間がいますね！,テレビ画面の前に立っている真空掃除機人間がいますね！,テレビ画面の前に立っているバキュームクリーナー人間がいますね！,0.9964995219,1.402e-07,0.0035003384,0.3634505783,2.12e-08,0.363450586,0.2672002645,0.2835004926,0.0574962955,0.0163002281,0.2835004926,0.0574962955
110,COCO_test2015_000000067183.jpg,男性,男性が携帯電話を耳にあてていますね！,マンホール男が携帯電話を耳にあてていますね！,クローゼット男が携帯電話を耳にあてていますね！,婿男が携帯電話を耳にあてていますね！,スーツ男が携帯電話を耳にあてていますね！,0.9981431596,1.288e-07,0.0018567118,0.3627718959,1.832e-07,0.3627719624,0.3200769714,0.3265618384,0.0198580061,0.0221715148,0.0781943128,0.2835438284
111,COCO_test2015_000000555675.jpg,サーブ,テニスのダブルスの試合でサーブを打っていますね！,テニスのダブルスの試合でイソギンチャクを打っていますね！,テニスのダブルスの試合で蝴蝶を打っていますね！,テニスのダブルスの試合でテニスラケットを打っていますね！,テニスのダブルスの試合でラケットを打っていますね！,0.9925692528,0.0,0.0074307472,0.3679031237,0.0,0.3679031237,0.6276412889,0.9871658683,0.3641987542,0.3595245794,0.9871658683,0.3641987542
113,COCO_test2015_000000006802.jpg,男女,立食パーティーで仲良く撮影する男女ですね！,立食パーティーで仲良く撮影する山椒魚ですね！,立食パーティーで仲良く撮影するいぬですね！,立食パーティーで仲良く撮影する花むこですね！,立食パーティーで仲良く撮影する着物ですね！,0.9976067133,0.0,0.0023932867,0.2215239206,2e-10,0.2215239206,0.8732469477,0.8855034709,0.0138413045,0.0138048256,0.0390366837,0.3536372524
114,COCO_test2015_000000069606.jpg,男性,男性がwiiのリモコンを持っていますね！,石垣男がwiiのリモコンを持っていますね！,猫男がwiiのリモコンを持っていますね！,コンテナ男がwiiのリモコンを持っていますね！,化粧品男がwiiのリモコンを持っていますね！,0.9946303351,1.152e-07,0.0053695503,0.3355119298,4.047e-07,0.3355120656,0.1068893972,0.1133178473,0.0567293699,0.0410849668,0.1450950503,0.2831589826
116,COCO_test2015_000000046400.jpg,赤ちゃん,床に置かれた猿のぬいぐるみとWiiで遊ぶ赤ちゃんですね！,床に置かれた猿のぬいぐるみとWiiで遊ぶ航空母艦ですね！,床に置かれた猿のぬいぐるみとWiiで遊ぶパンダですね！,床に置かれた猿のぬいぐるみとWiiで遊ぶ木べらですね！,床に置かれた猿のぬいぐるみとWiiで遊ぶいぬですね！,0.9963204875,1.07e-08,0.0036795018,0.6754240105,1.54e-08,0.6754240209,0.0742942752,0.1075122878,0.3089694518,0.0952050488,0.1670457125,0.5699341059
119,COCO_test2015_000000101500.jpg,男性,男性が二人、機材の上に散乱した鳩がいますね！,ポットパイ男が二人、機材の上に散乱した鳩がいますね！,ハムスター男が二人、機材の上に散乱した鳩がいますね！,ユニホーム男が二人、機材の上に散乱した鳩がいますね！,ユニフォーム男が二人、機材の上に散乱した鳩がいますね！,0.982421161,2.72e-08,0.0175788123,0.3147075241,2.577e-07,0.3147076052,0.1817404628,0.2133594155,0.1481957225,0.0316189527,0.2133594155,0.1481957225
121,COCO_test2015_000000039345.jpg,人,砂浜でフリスビーをしている人がいますね！,砂浜でフリスビーをしているベジタブル人間がいますね！,砂浜でフリスビーをしている食物人間がいますね！,砂浜でフリスビーをしている気泡人間がいますね！,砂浜でフリスビーをしているいぬ人間がいますね！,0.9985947696,6.16e-08,0.0014051689,0.3555708158,3.14e-08,0.355570827,0.0710120736,0.0713162869,0.0042656912,0.0143991435,0.0396178849,0.363450586
122,COCO_test2015_000000026479.jpg,人,サーフボードを持った人が海の中に立っていますね！,サーフボードを持ったポットパイ人間が海の中に立っていますね！,サーフボードを持ったドッグ人間が海の中に立っていますね！,サーフボードを持ったショベル人間が海の中に立っていますね！,サーフボードを持ったシャベル人間が海の中に立っていますね！,0.9964996038,5.8e-08,0.0035003384,0.3634505607,6.95e-08,0.363450586,0.1504216999,0.16819942,0.1056943007,0.0177777201,0.16819942,0.1056943007
123,COCO_test2015_000000034150.jpg,女性,女性がテニスの試合をしていますね！,円蓋女がテニスの試合をしていますね！,ねこ女がテニスの試合をしていますね！,テニスラケット女がテニスの試合をしていますね！,ウェア女がテニスの試合をしていますね！,0.9779360966,2.8e-09,0.0220639007,0.3921676705,3.5e-09,0.3921676719,0.4246461864,0.4814713597,0.118023995,0.0599128947,0.1535167694,0.3902693816
126,COCO_test2015_000000004432.jpg,女の子,女の子が喜んでバッティングをしていますね！,空母が喜んでバッティングをしていますね！,小鳥が喜んでバッティングをしていますね！,球が喜んでバッティングをしていますね！,玉が喜んでバッティングをしていますね！,0.9777996778,2e-10,0.022200322,0.5447276307,1.2e-09,0.5447276314,0.301632004,0.3905326128,0.2276393977,0.0889006088,0.3905326128,0.2276393977
131,COCO_test2015_000000035959.jpg,男性,男性が上半身裸でボードに乗っていますね！,ポットパイ男が上半身裸でボードに乗っていますね！,ワンピース男が上半身裸でボードに乗っていますね！,スイミングパンツ男が上半身裸でボードに乗っていますね！,海水パンツ男が上半身裸でボードに乗っていますね！,0.9824211813,6.5e-09,0.0175788123,0.33035104,3.3e-09,0.3303510411,0.3523008402,0.4400897026,0.199479474,0.0877888624,0.4400897026,0.199479474
135,COCO_test2015_000000011128.jpg,スキーヤー,スキーでジャンプしている瞬間のスキーヤーですね！,スキーでジャンプしている瞬間のシカですね！,スキーでジャンプしている瞬間のカーディガンですね！,スキーでジャンプしている瞬間のスキーの板ですね！,スキーでジャンプしている瞬間のスキーですね！,0.9889558636,2e-09,0.0110441344,0.2323067802,3.7e-09,0.2323067811,0.3947048642,0.9907845259,0.6016239113,0.5960796617,0.9907845259,0.6016239113
140,COCO_test2015_000000094399.jpg,男性,テニスコートで男性がボールを打ち返していますね！,テニスコートでディスクブレーキ男がボールを打ち返していますね！,テニスコートでかえる男がボールを打ち返していますね！,テニスコートでラケット男がボールを打ち返していますね！,テニスコートでテニスラケット男がボールを打ち返していますね！,0.9964287284,0.0,0.0035712716,0.2534474958,0.0,0.2534474958,0.8237373092,0.9960785508,0.1730197297,0.1723412416,0.9960785508,0.1730197297
143,COCO_test2015_000000096170.jpg,人,スキーをしている人が笑顔でこちらを見ていますね！,スキーをしているスペースキー人間が笑顔でこちらを見ていますね！,スキーをしている食べ物人間が笑顔でこちらを見ていますね！,スキーをしているスキー人間が笑顔でこちらを見ていますね！,スキーをしているスキーの板人間が笑顔でこちらを見ていますね！,0.9961010109,0.0,0.0038989891,0.355570827,0.0,0.355570827,0.9810882583,0.9965242743,0.0154898545,0.015436016,0.9965242743,0.0154898545
