no,images,subject,cap_original,cap_ll,cap_lh,cap_hl,cap_hh,ll_humor_score,ll_img_sim,ll_word_sim,lh_humor_score,lh_img_sim,lh_word_sim,hl_humor_score,hl_img_sim,hl_word_sim,hh_humor_score,hh_img_sim,hh_word_sim
32,COCO_train2014_000000009488.jpg,人たち,テニスをしている人たちが休憩していますね！,テニスをしているコガネムシが休憩していますね！,テニスをしている会堂が休憩していますね！,テニスをしているトライシクルが休憩していますね！,テニスをしているモーターバイクが休憩していますね！,0.9967374294,1.466e-07,0.0032624245,0.3156077317,2.167e-07,0.3156078001,0.1546168769,0.1585225165,0.024637759,0.0247865366,0.155701071,0.1591931029
33,COCO_train2014_000000119714.jpg,男性,男性がピザの前に四人立っていますね！,瓦屋根男がピザの前に四人立っていますね！,ドッグ男がピザの前に四人立っていますね！,蝋燭男がピザの前に四人立っていますね！,食べ物男がピザの前に四人立っていますね！,0.996255698,1.516e-07,0.003744151,0.3214014981,1.313e-07,0.3214015403,0.138918471,0.1557446271,0.1080368317,0.0521439928,0.1628891677,0.3201194626
47,COCO_train2014_000000111447.jpg,男性,帽子をかぶった男性がトイレの便座に腰をおろしていますね！,帽子をかぶった消防艇男がトイレの便座に腰をおろしていますね！,帽子をかぶったいぬ男がトイレの便座に腰をおろしていますね！,帽子をかぶったドリル男がトイレの便座に腰をおろしていますね！,帽子をかぶった包丁男がトイレの便座に腰をおろしていますね！,0.9983743632,6.224e-07,0.0016250154,0.3214015318,2.66e-08,0.3214015403,0.1521423898,0.154453367,0.0149622975,0.0171845716,0.0657395646,0.2614037935
68,COCO_train2014_000000030443.jpg,女性,黒い服を着て傘をさした女性が笑っていますね！,黒い服を着て傘をさした飾棚女が笑っていますね！,黒い服を着て傘をさした衣装女が笑っていますね！,黒い服を着て傘をさした人力車女が笑っていますね！,黒い服を着て傘をさしたミニスカート女が笑っていますね！,0.9698440064,3.68e-08,0.0301559579,0.3902693666,3.85e-08,0.3902693816,0.0999116737,0.1044560969,0.0435055816,0.0275162243,0.0835430399,0.3293658499
75,COCO_train2014_000000104277.jpg,男性,会合の中で全員座っているところ黒いシャツを着た男性だけが立っていますね！,会合の中で全員座っているところ黒いシャツを着たゴミ男だけが立っていますね！,会合の中で全員座っているところ黒いシャツを着たネコ男だけが立っていますね！,会合の中で全員座っているところ黒いシャツを着た花むこ男だけが立っていますね！,会合の中で全員座っているところ黒いシャツを着た着物男だけが立っていますね！,0.9904655045,1.03e-07,0.0095343935,0.335512029,1.091e-07,0.3355120656,0.080126942,0.0817503408,0.0198580061,0.0128208888,0.0269512571,0.4757065241
80,COCO_train2014_000000024794.jpg,女性,女性が飲み物片手に携帯電話を操作していますね！,空母女が飲み物片手に携帯電話を操作していますね！,クローゼット女が飲み物片手に携帯電話を操作していますね！,水筒女が飲み物片手に携帯電話を操作していますね！,化粧品女が飲み物片手に携帯電話を操作していますね！,0.9964943178,1.4e-09,0.0035056808,0.3793493034,2.2e-09,0.3793493042,0.4775542624,0.5456673503,0.1248252948,0.094168179,0.2892892659,0.3255156348
82,COCO_train2014_000000030094.jpg,男,青と白のボーダーシャツの男がシルバーの携帯電話を持っていますね！,青と白のボーダーシャツの車男がシルバーの携帯電話を持っていますね！,青と白のボーダーシャツのフォックス男がシルバーの携帯電話を持っていますね！,青と白のボーダーシャツのタオル男がシルバーの携帯電話を持っていますね！,青と白のボーダーシャツのパジャマ男がシルバーの携帯電話を持っていますね！,0.9999283597,4.8e-08,7.15923e-05,0.4622151061,1.51e-08,0.4622151131,0.1060336366,0.1090399772,0.0275709945,0.0171900899,0.0663545504,0.2590642209
88,COCO_train2014_000000086213.jpg,女性,チャイナドレスの女性が男性と手をとりあっていますね！,チャイナドレスの空母女が男性と手をとりあっていますね！,チャイナドレスの野羊女が男性と手をとりあっていますね！,チャイナドレスのサロン女が男性と手をとりあっていますね！,チャイナドレスの着物女が男性と手をとりあっていますね！,0.9964942837,3.56e-08,0.0035056808,0.3173351608,1.46e-08,0.3173351654,0.1549501106,0.2141260207,0.2763602009,0.0792488682,0.1609454006,0.4923959794
104,COCO_train2014_000000015302.jpg,少年,赤いユニホームを来た少年がバッターボックスで球を打とうとしていますね！,赤いユニホームを来たパイプオルガンがバッターボックスで球を打とうとしていますね！,赤いユニホームを来た小鳥がバッターボックスで球を打とうとしていますね！,赤いユニホームを来たテニスラケットがバッターボックスで球を打とうとしていますね！,赤いユニホームを来た野球選手がバッターボックスで球を打とうとしていますね！,0.9996860302,2e-10,0.0003139696,0.4215257125,0.0,0.4215257125,0.0712330358,0.0851759315,0.1636952533,0.0269658413,0.0972519815,0.2772780654
105,COCO_train2014_000000020188.jpg,男性,髭の生えた男性がスケートボードの上に座っていますね！,髭の生えた銀翼男がスケートボードの上に座っていますね！,髭の生えたドッグ男がスケートボードの上に座っていますね！,髭の生えた携帯男がスケートボードの上に座っていますね！,髭の生えた化粧品男がスケートボードの上に座っていますね！,0.9673070893,7.771e-07,0.032692159,0.3214011232,1.2978e-06,0.3214015403,0.0339241644,0.0421962775,0.1960389292,0.0105146704,0.0371334516,0.2831589826
106,COCO_train2014_000000105844.jpg,男性,白いシャツを着ているロングヘアの男性と黒いシャツを着ている眼鏡の男性がテニスラケットを持っていますね！,白いシャツを着ているロングヘアのディスクブレーキ男と黒いシャツを着ている眼鏡の男性がテニスラケットを持っていますね！,白いシャツを着ているロングヘアのいぬ男と黒いシャツを着ている眼鏡の男性がテニスラケットを持っていますね！,白いシャツを着ているロングヘアのテニスラケット男と黒いシャツを着ている眼鏡の男性がテニスラケットを持っていますね！,白いシャツを着ているロングヘアのチェーンソー男と黒いシャツを着ている眼鏡の男性がテニスラケットを持っていますね！,0.9964286721,5.65e-08,0.0035712716,0.321401524,5.07e-08,0.3214015403,0.4160857462,0.5031386614,0.1730197297,0.094269882,0.4365037382,0.2159658068
112,COCO_train2014_000000075999.jpg,少年,ケーキを食べる紫のシャツを着た癖毛の白人少年ですね！,ケーキを食べる紫のシャツを着た癖毛の白人マンホールですね！,ケーキを食べる紫のシャツを着た癖毛の白人バードですね！,ケーキを食べる紫のシャツを着た癖毛の白人アイスクリームですね！,ケーキを食べる紫のシャツを着た癖毛の白人アイスキャンディーですね！,0.997627939,1.135e-07,0.0023719478,0.4215257089,8.6e-09,0.4215257125,0.0937243067,0.0948017091,0.0113647996,0.0046024906,0.0571140274,0.0805842425
115,COCO_train2014_000000025643.jpg,男性,浜辺でフリスビーで遊ぶ4人の男性ですね！,浜辺でフリスビーで遊ぶ4人のタンク男ですね！,浜辺でフリスビーで遊ぶ4人の食べ物男ですね！,浜辺でフリスビーで遊ぶ4人のコースト男ですね！,浜辺でフリスビーで遊ぶ4人のラケット男ですね！,0.9781446321,1.72e-08,0.0218553511,0.3201194489,4.28e-08,0.3201194626,0.1312977225,0.1403424442,0.0644475148,0.0166231165,0.0960764214,0.1730197297
118,COCO_train2014_000000066539.jpg,青年,青年が、青空にカイトを揚げていますね！,ポットパイが、青空にカイトを揚げていますね！,オオカミが、青空にカイトを揚げていますね！,糸巻きが、青空にカイトを揚げていますね！,スキーの板が、青空にカイトを揚げていますね！,0.9995817993,1.832e-07,0.0004180176,0.3033542623,8.42e-08,0.3033542878,0.1568819949,0.1704536825,0.0796209703,0.0251080663,0.104127802,0.2411274016
120,COCO_train2014_000000101597.jpg,女,水色の壁の前ではさみと紙を持った女がいますね！,水色の壁の前ではさみと紙を持ったイソギンチャク女がいますね！,水色の壁の前ではさみと紙を持ったウルフ女がいますね！,水色の壁の前ではさみと紙を持ったヘアドライヤー女がいますね！,水色の壁の前ではさみと紙を持ったハンマー女がいますね！,0.9916098756,3.143e-07,0.0083898127,0.4776369002,1.53e-07,0.4776369733,0.0959632482,0.0999578461,0.039962825,0.0079175568,0.0430735983,0.1838146141
125,COCO_train2014_000000098841.jpg,女性,2人の女性がWiiで遊んでいますね！,2人のぞう女がWiiで遊んでいますね！,2人の法服女がWiiで遊んでいますね！,2人のテレホン女がWiiで遊んでいますね！,2人の化粧品女がWiiで遊んでいますね！,0.999477806,9e-10,0.0005221931,0.299442615,1.2e-09,0.2994426154,0.5066302289,0.5120398402,0.0105648249,0.0955766267,0.2936160862,0.3255156348
129,COCO_train2014_000000022882.jpg,人,赤い服を着た女の人がワインを飲んでいますね！,赤い服を着た女の長蛇人間がワインを飲んでいますね！,赤い服を着た女の犬人間がワインを飲んでいますね！,赤い服を着た女のクロスワードパズル人間がワインを飲んでいますね！,赤い服を着た女のヘラ人間がワインを飲んでいますね！,0.9874117717,8.616e-07,0.0125873775,0.3634503596,6.229e-07,0.363450586,0.0780843178,0.0806923807,0.0323210557,0.0147104688,0.0879362151,0.1672856712
131,COCO_train2014_000000095535.jpg,男性,二人の男性が並んで座っていますね！,二人のディスクブレーキ男が並んで座っていますね！,二人の山羊男が並んで座っていますね！,二人の花聟男が並んで座っていますね！,二人のガウン男が並んで座っていますね！,0.9964287033,2.52e-08,0.0035712716,0.2867280553,1.19e-08,0.2867280587,0.4029357604,0.4110993743,0.0198580061,0.0190526149,0.0576738454,0.3303510411
139,COCO_train2014_000000011138.jpg,男性,止まれの看板の前でお菓子を食べる男性ですね！,止まれの看板の前でお菓子を食べる瓦屋根男ですね！,止まれの看板の前でお菓子を食べるいぬっころ男ですね！,止まれの看板の前でお菓子を食べるテレフォン男ですね！,止まれの看板の前でお菓子を食べる理髪店男ですね！,0.9962557683,8.1e-08,0.003744151,0.3214015299,3.25e-08,0.3214015403,0.5798320322,0.5814460516,0.0027758713,0.0077059602,0.0251808874,0.3060241705
141,COCO_train2014_000000008587.jpg,男女,男女がテレビゲームで遊んでいますね！,ウーパールーパーがテレビゲームで遊んでいますね！,いぬっころがテレビゲームで遊んでいますね！,真空掃除機がテレビゲームで遊んでいますね！,モップがテレビゲームで遊んでいますね！,0.9980652682,1.555e-07,0.0019345766,0.2215238969,1.07e-07,0.2215239206,0.3081970933,0.3143854141,0.0196838673,0.0068041486,0.0578179024,0.1176823842
144,COCO_train2014_000000078578.jpg,男女,男女が一緒にケーキを切っていますね！,サブマリンが一緒にケーキを切っていますね！,セミが一緒にケーキを切っていますね！,茶寮が一緒にケーキを切っていますね！,蝋燭が一緒にケーキを切っていますね！,0.9975324799,1.56e-08,0.0024675045,0.2006794899,1.5e-09,0.2006794902,0.3803084091,0.4305439591,0.1166792588,0.0577813811,0.3744932115,0.154292199
158,COCO_train2014_000000035642.jpg,花嫁,花嫁が鼻の下を伸ばして口を開けていますね！,空母が鼻の下を伸ばして口を開けていますね！,バードが鼻の下を伸ばして口を開けていますね！,花聟が鼻の下を伸ばして口を開けていますね！,ドレスが鼻の下を伸ばして口を開けていますね！,0.9987437306,1.026e-07,0.0012561669,0.4970686381,1.171e-07,0.4970686963,0.255545672,0.3464409113,0.2623686647,0.1269706604,0.2460906208,0.5159508314
171,COCO_train2014_000000095789.jpg,女性,赤い髪の女性が料理に刺してあるローズマリーの後ろで口をあけていますね！,赤い髪の航空母艦女が料理に刺してあるローズマリーの後ろで口をあけていますね！,赤い髪のいぬ女が料理に刺してあるローズマリーの後ろで口をあけていますね！,赤い髪の蟹女が料理に刺してあるローズマリーの後ろで口をあけていますね！,赤い髪のサックス女が料理に刺してあるローズマリーの後ろで口をあけていますね！,0.9964939856,3.348e-07,0.0035056808,0.3680148973,2.21e-07,0.3680149786,0.088387985,0.0991162434,0.1082391543,0.0204508894,0.0814244226,0.2511640699
176,COCO_train2014_000000069081.jpg,人,全身青いタイツの人がスケボーをしていますね！,全身青いタイツのポットパイ人間がスケボーをしていますね！,全身青いタイツの食物人間がスケボーをしていますね！,全身青いタイツのブランコ人間がスケボーをしていますね！,全身青いタイツの角帽人間がスケボーをしていますね！,0.9964996384,2.33e-08,0.0035003384,0.3555708231,1.09e-08,0.355570827,0.0596048725,0.06156734,0.0318751385,0.0039843527,0.0177542567,0.2244167537
178,COCO_train2014_000000022411.jpg,人,図書館でたくさんの人が座りながらピザを食べていますね！,図書館でたくさんのスネーク人間が座りながらピザを食べていますね！,図書館でたくさんのワン公人間が座りながらピザを食べていますね！,図書館でたくさんのライブラリー人間が座りながらピザを食べていますね！,図書館でたくさんの中華鍋人間が座りながらピザを食べていますね！,0.9874126075,1.52e-08,0.0125873775,0.3634505793,1.85e-08,0.363450586,0.5947869745,0.5984108448,0.0060558233,0.0092291756,0.1236814111,0.0746205552
181,COCO_train2014_000000060472.jpg,人,キーボードを首から下げてバンザイをする男の人ですね！,キーボードを首から下げてバンザイをする男の野菜人間ですね！,キーボードを首から下げてバンザイをする男の犬人間ですね！,キーボードを首から下げてバンザイをする男のフルート人間ですね！,キーボードを首から下げてバンザイをする男のプロジェクター人間ですね！,0.9985947527,7.85e-08,0.0014051689,0.3634505747,3.11e-08,0.363450586,0.1561866,0.1577129513,0.0096780337,0.0049115909,0.0549040139,0.0894577752
182,COCO_train2014_000000021143.jpg,男性,二人の男性が円盤を取り合っていますね！,二人のモデム男が円盤を取り合っていますね！,二人の和服男が円盤を取り合っていますね！,二人のラグビーボール男が円盤を取り合っていますね！,二人のサッカーボール男が円盤を取り合っていますね！,0.996131754,9.5e-09,0.0038682365,0.4757065122,2.51e-08,0.4757065241,0.6083255528,0.6178079247,0.0153484141,0.0245052439,0.2099123001,0.1167403905
187,COCO_train2014_000000083873.jpg,女性,赤と白の傘を持った女性が歩いていますね！,赤と白の傘を持ったスノーモービル女が歩いていますね！,赤と白の傘を持った猫女が歩いていますね！,赤と白の傘を持った力車女が歩いていますね！,赤と白の傘を持ったミニスカート女が歩いていますね！,0.9935526832,4.456e-07,0.0064468741,0.392167527,3.695e-07,0.3921676719,0.0307265101,0.0321240872,0.0435055816,0.0030586862,0.0092865918,0.3293658499
192,COCO_train2014_000000097330.jpg,男女,男女がソファーや椅子に座ってぱそこんをしていますね！,ベジタブルがソファーや椅子に座ってぱそこんをしていますね！,ネコがソファーや椅子に座ってぱそこんをしていますね！,ラップトップパソコンがソファーや椅子に座ってぱそこんをしていますね！,アイロンがソファーや椅子に座ってぱそこんをしていますね！,0.998655622,1.78e-08,0.0013443602,0.2438542431,1.1e-08,0.2438542458,0.2807844791,0.2963165641,0.0524172012,0.0164278072,0.1164323017,0.1410932098
194,COCO_train2014_000000088653.jpg,片方,眼鏡をかけた2人の男性、片方が相手の髪を指で挟んでいますね！,眼鏡をかけた2人の男性、スポーツカーが相手の髪を指で挟んでいますね！,眼鏡をかけた2人の男性、蝿が相手の髪を指で挟んでいますね！,眼鏡をかけた2人の男性、オーボエが相手の髪を指で挟んでいますね！,眼鏡をかけた2人の男性、水筒が相手の髪を指で挟んでいますね！,0.9931882561,1.307e-07,0.0068116141,0.3211879855,3.243e-07,0.3211880897,0.1261984171,0.1374757439,0.0820313935,0.0130395007,0.0505265109,0.2580724552
200,COCO_train2014_000000121453.jpg,子供,子供が屋内でゲームを楽しんでいますね！,リザードが屋内でゲームを楽しんでいますね！,ワン公が屋内でゲームを楽しんでいますね！,ATMが屋内でゲームを楽しんでいますね！,スカートが屋内でゲームを楽しんでいますね！,0.9783313797,1.029e-07,0.0216685196,0.4524850824,1.076e-07,0.4524851311,0.1164809374,0.1239340529,0.0601377531,0.0191576031,0.0974717736,0.196545137
205,COCO_train2014_000000057753.jpg,後ろ姿,黒いシャツとベージュのショートパンツをはいたおさげ髪の女性の後ろ姿ですね！,黒いシャツとベージュのショートパンツをはいたおさげ髪の女性のディスクブレーキですね！,黒いシャツとベージュのショートパンツをはいたおさげ髪の女性の鳥ですね！,黒いシャツとベージュのショートパンツをはいたおさげ髪の女性のトレーラーですね！,黒いシャツとベージュのショートパンツをはいたおさげ髪の女性の筆ですね！,0.9964680541,3.302e-07,0.0035316169,0.4943934416,1.186e-07,0.4943935002,0.1431381607,0.18221955,0.2144741838,0.0499175768,0.1720632464,0.290111792
207,COCO_train2014_000000023429.jpg,男性,サーフィンのあと、車の後部に腰を掛けて休む男性ですね！,サーフィンのあと、車の後部に腰を掛けて休むポットパイ男ですね！,サーフィンのあと、車の後部に腰を掛けて休むスカート男ですね！,サーフィンのあと、車の後部に腰を掛けて休む空母男ですね！,サーフィンのあと、車の後部に腰を掛けて休む一輪車男ですね！,0.9824206579,5.393e-07,0.0175788123,0.3369232654,9.173e-07,0.3369235745,0.0801989029,0.0826800242,0.0300087151,0.0178427214,0.0809055865,0.22053757
208,COCO_train2014_000000059157.jpg,男性,メガネをかけた男性が右手にはさみを持っていますね！,メガネをかけたディスクブレーキ男が右手にはさみを持っていますね！,メガネをかけた猫男が右手にはさみを持っていますね！,メガネをかけた絵筆男が右手にはさみを持っていますね！,メガネをかけた携帯男が右手にはさみを持っていますね！,0.9964286461,8.26e-08,0.0035712716,0.3355120532,3.7e-08,0.3355120656,0.2432247308,0.260258764,0.0654503732,0.0315318721,0.1608449519,0.1960389292
212,COCO_train2014_000000043739.jpg,女性,キッチンの前で女性が微笑んでいますね！,キッチンの前でディスクブレーキ女が微笑んでいますね！,キッチンの前でドッグ女が微笑んでいますね！,キッチンの前で風呂桶女が微笑んでいますね！,キッチンの前でエプロン女が微笑んでいますね！,0.972904459,1.137e-07,0.0270954304,0.3680149411,1.018e-07,0.3680149786,0.0789156922,0.0912646279,0.1353091118,0.017018223,0.0658828691,0.2583102896
241,COCO_train2014_000000013797.jpg,男性,無数のマイクの前で眼鏡の男性が話していますね！,無数のマイクの前で眼鏡のポットパイ男が話していますね！,無数のマイクの前で眼鏡の山羊男が話していますね！,無数のマイクの前で眼鏡の新郎男が話していますね！,無数のマイクの前で眼鏡のドレス男が話していますね！,0.9824211423,4.62e-08,0.0175788123,0.2867280566,7.4e-09,0.2867280587,0.3597597382,0.3670485914,0.0198580061,0.0344546144,0.0898129269,0.3836264515
251,COCO_train2014_000000121441.jpg,女性,女性が傘を左手で持ちながら笑っていますね！,いちじく女が傘を左手で持ちながら笑っていますね！,ネコ女が傘を左手で持ちながら笑っていますね！,文机女が傘を左手で持ちながら笑っていますね！,ミニスカート女が傘を左手で持ちながら笑っていますね！,0.9743627407,3.8e-09,0.0256372556,0.392167669,7.3e-09,0.3921676719,0.0041053919,0.0041509825,0.010983097,0.001007756,0.0030596857,0.3293658499
257,COCO_train2014_000000022193.jpg,女性,調理の途中に台所でポーズを取る女性ですね！,調理の途中に台所でポーズを取るぞう女ですね！,調理の途中に台所でポーズを取る犬女ですね！,調理の途中に台所でポーズを取る洗濯機女ですね！,調理の途中に台所でポーズを取るペーパータオル女ですね！,0.9994777936,1.33e-08,0.0005221931,0.368014973,1.52e-08,0.3680149786,0.274255498,0.2868154347,0.0437910068,0.0265338523,0.2821173668,0.0940525307
262,COCO_train2014_000000030619.jpg,人,スノーボードでジャンプしている人がいますね！,スノーボードでジャンプしているポットパイ人間がいますね！,スノーボードでジャンプしている食物人間がいますね！,スノーボードでジャンプしているスノーモービル人間がいますね！,スノーボードでジャンプしている犬ぞり人間がいますね！,0.9964996596,2e-09,0.0035003384,0.3555708263,1.9e-09,0.355570827,0.6593695939,0.6645666957,0.0078202862,0.0153296946,0.1157895103,0.1323927752
268,COCO_train2014_000000047391.jpg,少年,リモコンを持った少年が頭を撫でられていますね！,リモコンを持ったヘビが頭を撫でられていますね！,リモコンを持った小鳥が頭を撫でられていますね！,リモコンを持ったヘアードライヤーが頭を撫でられていますね！,リモコンを持った理髪店が頭を撫でられていますね！,0.9990527846,7.44e-08,0.0009471411,0.421525712,1.1e-09,0.4215257125,0.2193750036,0.2270015031,0.0335966917,0.0328430067,0.1188822687,0.2762649724
278,COCO_train2014_000000026668.jpg,男性,男性がひざまづいてバイクを眺めていますね！,中庭男がひざまづいてバイクを眺めていますね！,ドッグ男がひざまづいてバイクを眺めていますね！,マウンテンバイク男がひざまづいてバイクを眺めていますね！,鉄兜男がひざまづいてバイクを眺めていますね！,0.9844328296,7.258e-07,0.0155664559,0.3214013992,4.391e-07,0.3214015403,0.3635395508,0.4065159559,0.1057188641,0.0576871753,0.2427605093,0.2376299813
289,COCO_train2014_000000047680.jpg,鍋,棚の上の段に鍋が下の段にお皿が置かれていますね！,棚の上の段に鏡が下の段にお皿が置かれていますね！,棚の上の段にドングリが下の段にお皿が置かれていますね！,棚の上の段にドラムが下の段にお皿が置かれていますね！,棚の上の段に中華鍋が下の段にお皿が置かれていますね！,0.9921885645,5.05e-08,0.0078113854,0.4915530932,1.576e-07,0.4915531707,0.0198119992,0.0263703857,0.2487027144,0.0406681396,0.0527465791,0.7710099927
290,COCO_train2014_000000067248.jpg,女性,女性が煙草を吸いながら携帯電話を触っていますね！,間欠泉女が煙草を吸いながら携帯電話を触っていますね！,ネコ女が煙草を吸いながら携帯電話を触っていますね！,掃除機女が煙草を吸いながら携帯電話を触っていますね！,肉屋女が煙草を吸いながら携帯電話を触っていますね！,0.9997019233,8.075e-07,0.0002972694,0.3921673168,9.056e-07,0.3921676719,0.0614008552,0.0647607222,0.0518812473,0.021348052,0.0798055157,0.2675009591
303,COCO_train2014_000000008176.jpg,子供,赤い服を着た子供が熊のぬいぐるみを抱えていますね！,赤い服を着たモデムが熊のぬいぐるみを抱えていますね！,赤い服を着たバードが熊のぬいぐるみを抱えていますね！,赤い服を着たとんかちが熊のぬいぐるみを抱えていますね！,赤い服を着たおしめが熊のぬいぐるみを抱えていますね！,0.9812124283,9.6e-09,0.0187875623,0.4177092563,2.3e-09,0.4177092573,0.006408024,0.0065399283,0.0201690798,0.001168959,0.0031473478,0.371410803
305,COCO_train2014_000000026443.jpg,カップル,ゾウの背中に乗って移動しているカップルですね！,ゾウの背中に乗って移動している微生物ですね！,ゾウの背中に乗って移動しているスカッシュですね！,ゾウの背中に乗って移動しているゾウですね！,ゾウの背中に乗って移動しているワゴンですね！,0.9986194051,4.4e-09,0.0013805905,0.2472625494,9.7e-09,0.2472625518,0.2989372588,0.3217456937,0.0708896354,0.0427619435,0.2430719435,0.1759229919
309,COCO_train2014_000000087465.jpg,男の子,Wiiリモコンをそれぞれ握る女の子と男の子ですね！,Wiiリモコンをそれぞれ握る女の子と空母ですね！,Wiiリモコンをそれぞれ握る女の子と小鳥ですね！,Wiiリモコンをそれぞれ握る女の子と婿ですね！,Wiiリモコンをそれぞれ握る女の子とパジャマですね！,0.9923548007,2.4e-09,0.0076451969,0.5364592356,2e-10,0.5364592357,0.2724617837,0.3278127015,0.1688492164,0.1673736892,0.362711668,0.4614510753
311,COCO_train2014_000000074590.jpg,赤ちゃん,赤ちゃんが自分で歯を磨いていますね！,航空母艦が自分で歯を磨いていますね！,猫が自分で歯を磨いていますね！,キャップが自分で歯を磨いていますね！,おむつが自分で歯を磨いていますね！,0.9963204889,9.3e-09,0.0036795018,0.6988929998,7.4e-09,0.698893005,0.4943934717,0.5584016442,0.1146274785,0.1131301697,0.2098111957,0.539199871
